#Raman_shift/cm-1          I_tot                 I_e                   I_h
  -423.1        9.971195316797E-010   1.039881162450E-008   5.077020052082E-009
  -423.0        9.969870213702E-010   1.039749950569E-008   5.076395984968E-009
  -422.9        9.968545537765E-010   1.039618782425E-008   5.075772129477E-009
  -422.8        9.967221288848E-010   1.039487658005E-008   5.075148485543E-009
  -422.7        9.965897466811E-010   1.039356577295E-008   5.074525053097E-009
  -422.6        9.964574071516E-010   1.039225540282E-008   5.073901832074E-009
  -422.5        9.963251102825E-010   1.039094546951E-008   5.073278822406E-009
  -422.4        9.961928560598E-010   1.038963597288E-008   5.072656024027E-009
  -422.3        9.960606444698E-010   1.038832691279E-008   5.072033436870E-009
  -422.2        9.959284754987E-010   1.038701828911E-008   5.071411060867E-009
  -422.1        9.957963491326E-010   1.038571010169E-008   5.070788895953E-009
  -422.0        9.956642653576E-010   1.038440235040E-008   5.070166942060E-009
  -421.9        9.955322241601E-010   1.038309503509E-008   5.069545199123E-009
  -421.8        9.954002255261E-010   1.038178815564E-008   5.068923667074E-009
  -421.7        9.952682694418E-010   1.038048171189E-008   5.068302345846E-009
  -421.6        9.951363558936E-010   1.037917570371E-008   5.067681235374E-009
  -421.5        9.950044848675E-010   1.037787013097E-008   5.067060335591E-009
  -421.4        9.948726563499E-010   1.037656499352E-008   5.066439646429E-009
  -421.3        9.947408703269E-010   1.037526029122E-008   5.065819167824E-009
  -421.2        9.946091267847E-010   1.037395602395E-008   5.065198899707E-009
  -421.1        9.944774257097E-010   1.037265219154E-008   5.064578842014E-009
  -421.0        9.943457670881E-010   1.037134879388E-008   5.063958994677E-009
  -420.9        9.942141509060E-010   1.037004583082E-008   5.063339357631E-009
  -420.8        9.940825771499E-010   1.036874330222E-008   5.062719930808E-009
  -420.7        9.939510458058E-010   1.036744120795E-008   5.062100714143E-009
  -420.6        9.938195568602E-010   1.036613954786E-008   5.061481707569E-009
  -420.5        9.936881102993E-010   1.036483832182E-008   5.060862911021E-009
  -420.4        9.935567061093E-010   1.036353752969E-008   5.060244324431E-009
  -420.3        9.934253442767E-010   1.036223717134E-008   5.059625947734E-009
  -420.2        9.932940247875E-010   1.036093724661E-008   5.059007780865E-009
  -420.1        9.931627476283E-010   1.035963775539E-008   5.058389823755E-009
  -420.0        9.930315127852E-010   1.035833869752E-008   5.057772076341E-009
  -419.9        9.929003202447E-010   1.035704007288E-008   5.057154538555E-009
  -419.8        9.927691699930E-010   1.035574188132E-008   5.056537210332E-009
  -419.7        9.926380620164E-010   1.035444412271E-008   5.055920091605E-009
  -419.6        9.925069963013E-010   1.035314679690E-008   5.055303182310E-009
  -419.5        9.923759728341E-010   1.035184990377E-008   5.054686482379E-009
  -419.4        9.922449916011E-010   1.035055344317E-008   5.054069991747E-009
  -419.3        9.921140525886E-010   1.034925741497E-008   5.053453710348E-009
  -419.2        9.919831557830E-010   1.034796181903E-008   5.052837638117E-009
  -419.1        9.918523011707E-010   1.034666665521E-008   5.052221774987E-009
  -419.0        9.917214887381E-010   1.034537192338E-008   5.051606120894E-009
  -418.9        9.915907184715E-010   1.034407762339E-008   5.050990675770E-009
  -418.8        9.914599903573E-010   1.034278375512E-008   5.050375439552E-009
  -418.7        9.913293043820E-010   1.034149031842E-008   5.049760412172E-009
  -418.6        9.911986605319E-010   1.034019731316E-008   5.049145593565E-009
  -418.5        9.910680587934E-010   1.033890473920E-008   5.048530983666E-009
  -418.4        9.909374991530E-010   1.033761259640E-008   5.047916582410E-009
  -418.3        9.908069815970E-010   1.033632088464E-008   5.047302389730E-009
  -418.2        9.906765061120E-010   1.033502960376E-008   5.046688405561E-009
  -418.1        9.905460726842E-010   1.033373875364E-008   5.046074629838E-009
  -418.0        9.904156813003E-010   1.033244833414E-008   5.045461062496E-009
  -417.9        9.902853319466E-010   1.033115834512E-008   5.044847703468E-009
  -417.8        9.901550246096E-010   1.032986878645E-008   5.044234552690E-009
  -417.7        9.900247592757E-010   1.032857965798E-008   5.043621610097E-009
  -417.6        9.898945359314E-010   1.032729095959E-008   5.043008875622E-009
  -417.5        9.897643545631E-010   1.032600269114E-008   5.042396349202E-009
  -417.4        9.896342151575E-010   1.032471485249E-008   5.041784030769E-009
  -417.3        9.895041177009E-010   1.032342744350E-008   5.041171920261E-009
  -417.2        9.893740621798E-010   1.032214046405E-008   5.040560017610E-009
  -417.1        9.892440485807E-010   1.032085391399E-008   5.039948322753E-009
  -417.0        9.891140768902E-010   1.031956779318E-008   5.039336835623E-009
  -416.9        9.889841470948E-010   1.031828210150E-008   5.038725556156E-009
  -416.8        9.888542591809E-010   1.031699683881E-008   5.038114484288E-009
  -416.7        9.887244131351E-010   1.031571200496E-008   5.037503619952E-009
  -416.6        9.885946089439E-010   1.031442759984E-008   5.036892963084E-009
  -416.5        9.884648465938E-010   1.031314362329E-008   5.036282513619E-009
  -416.4        9.883351260715E-010   1.031186007519E-008   5.035672271492E-009
  -416.3        9.882054473634E-010   1.031057695539E-008   5.035062236638E-009
  -416.2        9.880758104562E-010   1.030929426377E-008   5.034452408992E-009
  -416.1        9.879462153363E-010   1.030801200019E-008   5.033842788490E-009
  -416.0        9.878166619903E-010   1.030673016452E-008   5.033233375067E-009
  -415.9        9.876871504049E-010   1.030544875661E-008   5.032624168658E-009
  -415.8        9.875576805665E-010   1.030416777634E-008   5.032015169197E-009
  -415.7        9.874282524618E-010   1.030288722357E-008   5.031406376622E-009
  -415.6        9.872988660774E-010   1.030160709816E-008   5.030797790866E-009
  -415.5        9.871695213999E-010   1.030032739998E-008   5.030189411866E-009
  -415.4        9.870402184159E-010   1.029904812890E-008   5.029581239556E-009
  -415.3        9.869109571119E-010   1.029776928477E-008   5.028973273872E-009
  -415.2        9.867817374747E-010   1.029649086747E-008   5.028365514750E-009
  -415.1        9.866525594908E-010   1.029521287687E-008   5.027757962124E-009
  -415.0        9.865234231469E-010   1.029393531282E-008   5.027150615932E-009
  -414.9        9.863943284296E-010   1.029265817519E-008   5.026543476107E-009
  -414.8        9.862652753255E-010   1.029138146385E-008   5.025936542586E-009
  -414.7        9.861362638214E-010   1.029010517866E-008   5.025329815305E-009
  -414.6        9.860072939038E-010   1.028882931949E-008   5.024723294198E-009
  -414.5        9.858783655595E-010   1.028755388621E-008   5.024116979202E-009
  -414.4        9.857494787750E-010   1.028627887868E-008   5.023510870253E-009
  -414.3        9.856206335371E-010   1.028500429676E-008   5.022904967285E-009
  -414.2        9.854918298325E-010   1.028373014033E-008   5.022299270235E-009
  -414.1        9.853630676478E-010   1.028245640925E-008   5.021693779039E-009
  -414.0        9.852343469698E-010   1.028118310338E-008   5.021088493633E-009
  -413.9        9.851056677851E-010   1.027991022260E-008   5.020483413952E-009
  -413.8        9.849770300805E-010   1.027863776676E-008   5.019878539932E-009
  -413.7        9.848484338426E-010   1.027736573574E-008   5.019273871509E-009
  -413.6        9.847198790582E-010   1.027609412940E-008   5.018669408620E-009
  -413.5        9.845913657140E-010   1.027482294761E-008   5.018065151199E-009
  -413.4        9.844628937968E-010   1.027355219023E-008   5.017461099184E-009
  -413.3        9.843344632932E-010   1.027228185713E-008   5.016857252510E-009
  -413.2        9.842060741901E-010   1.027101194817E-008   5.016253611114E-009
  -413.1        9.840777264741E-010   1.026974246324E-008   5.015650174930E-009
  -413.0        9.839494201321E-010   1.026847340218E-008   5.015046943896E-009
  -412.9        9.838211551508E-010   1.026720476487E-008   5.014443917948E-009
  -412.8        9.836929315170E-010   1.026593655117E-008   5.013841097022E-009
  -412.7        9.835647492174E-010   1.026466876096E-008   5.013238481054E-009
  -412.6        9.834366082388E-010   1.026340139409E-008   5.012636069980E-009
  -412.5        9.833085085681E-010   1.026213445044E-008   5.012033863738E-009
  -412.4        9.831804501920E-010   1.026086792988E-008   5.011431862262E-009
  -412.3        9.830524330973E-010   1.025960183226E-008   5.010830065489E-009
  -412.2        9.829244572708E-010   1.025833615746E-008   5.010228473356E-009
  -412.1        9.827965226994E-010   1.025707090535E-008   5.009627085800E-009
  -412.0        9.826686293698E-010   1.025580607579E-008   5.009025902756E-009
  -411.9        9.825407772689E-010   1.025454166865E-008   5.008424924161E-009
  -411.8        9.824129663835E-010   1.025327768380E-008   5.007824149952E-009
  -411.7        9.822851967005E-010   1.025201412110E-008   5.007223580065E-009
  -411.6        9.821574682067E-010   1.025075098042E-008   5.006623214437E-009
  -411.5        9.820297808889E-010   1.024948826164E-008   5.006023053004E-009
  -411.4        9.819021347341E-010   1.024822596461E-008   5.005423095703E-009
  -411.3        9.817745297290E-010   1.024696408921E-008   5.004823342471E-009
  -411.2        9.816469658606E-010   1.024570263531E-008   5.004223793244E-009
  -411.1        9.815194431157E-010   1.024444160277E-008   5.003624447959E-009
  -411.0        9.813919614812E-010   1.024318099145E-008   5.003025306552E-009
  -410.9        9.812645209440E-010   1.024192080124E-008   5.002426368962E-009
  -410.8        9.811371214910E-010   1.024066103199E-008   5.001827635124E-009
  -410.7        9.810097631091E-010   1.023940168358E-008   5.001229104975E-009
  -410.6        9.808824457852E-010   1.023814275587E-008   5.000630778452E-009
  -410.5        9.807551695062E-010   1.023688424874E-008   5.000032655492E-009
  -410.4        9.806279342590E-010   1.023562616204E-008   4.999434736032E-009
  -410.3        9.805007400306E-010   1.023436849565E-008   4.998837020009E-009
  -410.2        9.803735868079E-010   1.023311124944E-008   4.998239507360E-009
  -410.1        9.802464745778E-010   1.023185442328E-008   4.997642198022E-009
  -410.0        9.801194033272E-010   1.023059801703E-008   4.997045091932E-009
  -409.9        9.799923730432E-010   1.022934203056E-008   4.996448189027E-009
  -409.8        9.798653837127E-010   1.022808646375E-008   4.995851489244E-009
  -409.7        9.797384353226E-010   1.022683131646E-008   4.995254992520E-009
  -409.6        9.796115278599E-010   1.022557658855E-008   4.994658698793E-009
  -409.5        9.794846613116E-010   1.022432227991E-008   4.994062608000E-009
  -409.4        9.793578356646E-010   1.022306839040E-008   4.993466720078E-009
  -409.3        9.792310509060E-010   1.022181491988E-008   4.992871034964E-009
  -409.2        9.791043070228E-010   1.022056186823E-008   4.992275552595E-009
  -409.1        9.789776040019E-010   1.021930923532E-008   4.991680272909E-009
  -409.0        9.788509418304E-010   1.021805702101E-008   4.991085195844E-009
  -408.9        9.787243204952E-010   1.021680522517E-008   4.990490321336E-009
  -408.8        9.785977399834E-010   1.021555384768E-008   4.989895649323E-009
  -408.7        9.784712002820E-010   1.021430288841E-008   4.989301179742E-009
  -408.6        9.783447013780E-010   1.021305234721E-008   4.988706912532E-009
  -408.5        9.782182432585E-010   1.021180222397E-008   4.988112847629E-009
  -408.4        9.780918259106E-010   1.021055251856E-008   4.987518984971E-009
  -408.3        9.779654493211E-010   1.020930323083E-008   4.986925324495E-009
  -408.2        9.778391134774E-010   1.020805436067E-008   4.986331866140E-009
  -408.1        9.777128183662E-010   1.020680590794E-008   4.985738609842E-009
  -408.0        9.775865639749E-010   1.020555787251E-008   4.985145555540E-009
  -407.9        9.774603502903E-010   1.020431025425E-008   4.984552703171E-009
  -407.8        9.773341772997E-010   1.020306305304E-008   4.983960052673E-009
  -407.7        9.772080449900E-010   1.020181626874E-008   4.983367603983E-009
  -407.6        9.770819533484E-010   1.020056990122E-008   4.982775357040E-009
  -407.5        9.769559023620E-010   1.019932395035E-008   4.982183311781E-009
  -407.4        9.768298920178E-010   1.019807841601E-008   4.981591468143E-009
  -407.3        9.767039223031E-010   1.019683329806E-008   4.980999826066E-009
  -407.2        9.765779932048E-010   1.019558859638E-008   4.980408385487E-009
  -407.1        9.764521047101E-010   1.019434431083E-008   4.979817146343E-009
  -407.0        9.763262568063E-010   1.019310044128E-008   4.979226108573E-009
  -406.9        9.762004494802E-010   1.019185698761E-008   4.978635272114E-009
  -406.8        9.760746827193E-010   1.019061394969E-008   4.978044636906E-009
  -406.7        9.759489565104E-010   1.018937132738E-008   4.977454202884E-009
  -406.6        9.758232708409E-010   1.018812912056E-008   4.976863969989E-009
  -406.5        9.756976256979E-010   1.018688732910E-008   4.976273938158E-009
  -406.4        9.755720210685E-010   1.018564595288E-008   4.975684107328E-009
  -406.3        9.754464569400E-010   1.018440499175E-008   4.975094477439E-009
  -406.2        9.753209332994E-010   1.018316444559E-008   4.974505048428E-009
  -406.1        9.751954501340E-010   1.018192431428E-008   4.973915820233E-009
  -406.0        9.750700074310E-010   1.018068459768E-008   4.973326792794E-009
  -405.9        9.749446051775E-010   1.017944529567E-008   4.972737966048E-009
  -405.8        9.748192433608E-010   1.017820640811E-008   4.972149339933E-009
  -405.7        9.746939219680E-010   1.017696793488E-008   4.971560914387E-009
  -405.6        9.745686409864E-010   1.017572987585E-008   4.970972689350E-009
  -405.5        9.744434004032E-010   1.017449223090E-008   4.970384664760E-009
  -405.4        9.743182002056E-010   1.017325499988E-008   4.969796840555E-009
  -405.3        9.741930403809E-010   1.017201818268E-008   4.969209216673E-009
  -405.2        9.740679209162E-010   1.017078177917E-008   4.968621793052E-009
  -405.1        9.739428417989E-010   1.016954578921E-008   4.968034569633E-009
  -405.0        9.738178030162E-010   1.016831021269E-008   4.967447546352E-009
  -404.9        9.736928045553E-010   1.016707504946E-008   4.966860723149E-009
  -404.8        9.735678464034E-010   1.016584029941E-008   4.966274099962E-009
  -404.7        9.734429285480E-010   1.016460596241E-008   4.965687676730E-009
  -404.6        9.733180509761E-010   1.016337203832E-008   4.965101453392E-009
  -404.5        9.731932136752E-010   1.016213852702E-008   4.964515429885E-009
  -404.4        9.730684166325E-010   1.016090542838E-008   4.963929606150E-009
  -404.3        9.729436598352E-010   1.015967274228E-008   4.963343982124E-009
  -404.2        9.728189432707E-010   1.015844046858E-008   4.962758557747E-009
  -404.1        9.726942669263E-010   1.015720860717E-008   4.962173332957E-009
  -404.0        9.725696307893E-010   1.015597715790E-008   4.961588307693E-009
  -403.9        9.724450348470E-010   1.015474612066E-008   4.961003481894E-009
  -403.8        9.723204790868E-010   1.015351549531E-008   4.960418855499E-009
  -403.7        9.721959634958E-010   1.015228528173E-008   4.959834428446E-009
  -403.6        9.720714880616E-010   1.015105547979E-008   4.959250200676E-009
  -403.5        9.719470527714E-010   1.014982608937E-008   4.958666172126E-009
  -403.4        9.718226576125E-010   1.014859711033E-008   4.958082342736E-009
  -403.3        9.716983025724E-010   1.014736854256E-008   4.957498712445E-009
  -403.2        9.715739876384E-010   1.014614038591E-008   4.956915281191E-009
  -403.1        9.714497127977E-010   1.014491264028E-008   4.956332048915E-009
  -403.0        9.713254780379E-010   1.014368530552E-008   4.955749015555E-009
  -402.9        9.712012833463E-010   1.014245838151E-008   4.955166181050E-009
  -402.8        9.710771287102E-010   1.014123186813E-008   4.954583545340E-009
  -402.7        9.709530141171E-010   1.014000576524E-008   4.954001108363E-009
  -402.6        9.708289395543E-010   1.013878007273E-008   4.953418870060E-009
  -402.5        9.707049050092E-010   1.013755479046E-008   4.952836830368E-009
  -402.4        9.705809104693E-010   1.013632991831E-008   4.952254989229E-009
  -402.3        9.704569559219E-010   1.013510545615E-008   4.951673346580E-009
  -402.2        9.703330413545E-010   1.013388140385E-008   4.951091902361E-009
  -402.1        9.702091667545E-010   1.013265776130E-008   4.950510656512E-009
  -402.0        9.700853321092E-010   1.013143452835E-008   4.949929608972E-009
  -401.9        9.699615374063E-010   1.013021170490E-008   4.949348759681E-009
  -401.8        9.698377826330E-010   1.012898929080E-008   4.948768108578E-009
  -401.7        9.697140677768E-010   1.012776728593E-008   4.948187655602E-009
  -401.6        9.695903928252E-010   1.012654569017E-008   4.947607400693E-009
  -401.5        9.694667577657E-010   1.012532450340E-008   4.947027343791E-009
  -401.4        9.693431625857E-010   1.012410372548E-008   4.946447484836E-009
  -401.3        9.692196072726E-010   1.012288335628E-008   4.945867823766E-009
  -401.2        9.690960918140E-010   1.012166339570E-008   4.945288360521E-009
  -401.1        9.689726161973E-010   1.012044384359E-008   4.944709095042E-009
  -401.0        9.688491804100E-010   1.011922469983E-008   4.944130027268E-009
  -400.9        9.687257844396E-010   1.011800596429E-008   4.943551157139E-009
  -400.8        9.686024282736E-010   1.011678763686E-008   4.942972484594E-009
  -400.7        9.684791118995E-010   1.011556971740E-008   4.942394009573E-009
  -400.6        9.683558353048E-010   1.011435220579E-008   4.941815732017E-009
  -400.5        9.682325984771E-010   1.011313510191E-008   4.941237651864E-009
  -400.4        9.681094014038E-010   1.011191840562E-008   4.940659769056E-009
  -400.3        9.679862440725E-010   1.011070211681E-008   4.940082083531E-009
  -400.2        9.678631264707E-010   1.010948623534E-008   4.939504595229E-009
  -400.1        9.677400485860E-010   1.010827076110E-008   4.938927304092E-009
  -400.0        9.676170104059E-010   1.010705569395E-008   4.938350210058E-009
  -399.9        9.674940119179E-010   1.010584103378E-008   4.937773313068E-009
  -399.8        9.673710531096E-010   1.010462678045E-008   4.937196613062E-009
  -399.7        9.672481339686E-010   1.010341293385E-008   4.936620109979E-009
  -399.6        9.671252544825E-010   1.010219949384E-008   4.936043803761E-009
  -399.5        9.670024146387E-010   1.010098646031E-008   4.935467694347E-009
  -399.4        9.668796144250E-010   1.009977383312E-008   4.934891781677E-009
  -399.3        9.667568538288E-010   1.009856161215E-008   4.934316065691E-009
  -399.2        9.666341328378E-010   1.009734979729E-008   4.933740546331E-009
  -399.1        9.665114514395E-010   1.009613838840E-008   4.933165223535E-009
  -399.0        9.663888096217E-010   1.009492738535E-008   4.932590097245E-009
  -398.9        9.662662073718E-010   1.009371678803E-008   4.932015167400E-009
  -398.8        9.661436446775E-010   1.009250659631E-008   4.931440433941E-009
  -398.7        9.660211215265E-010   1.009129681007E-008   4.930865896809E-009
  -398.6        9.658986379062E-010   1.009008742917E-008   4.930291555943E-009
  -398.5        9.657761938045E-010   1.008887845351E-008   4.929717411285E-009
  -398.4        9.656537892089E-010   1.008766988294E-008   4.929143462774E-009
  -398.3        9.655314241070E-010   1.008646171736E-008   4.928569710352E-009
  -398.2        9.654090984866E-010   1.008525395663E-008   4.927996153958E-009
  -398.1        9.652868123352E-010   1.008404660063E-008   4.927422793533E-009
  -398.0        9.651645656405E-010   1.008283964923E-008   4.926849629019E-009
  -397.9        9.650423583903E-010   1.008163310232E-008   4.926276660354E-009
  -397.8        9.649201905721E-010   1.008042695977E-008   4.925703887481E-009
  -397.7        9.647980621736E-010   1.007922122145E-008   4.925131310339E-009
  -397.6        9.646759731826E-010   1.007801588724E-008   4.924558928870E-009
  -397.5        9.645539235868E-010   1.007681095702E-008   4.923986743014E-009
  -397.4        9.644319133737E-010   1.007560643067E-008   4.923414752711E-009
  -397.3        9.643099425312E-010   1.007440230805E-008   4.922842957904E-009
  -397.2        9.641880110469E-010   1.007319858905E-008   4.922271358531E-009
  -397.1        9.640661189085E-010   1.007199527354E-008   4.921699954535E-009
  -397.0        9.639442661038E-010   1.007079236141E-008   4.921128745856E-009
  -396.9        9.638224526205E-010   1.006958985251E-008   4.920557732435E-009
  -396.8        9.637006784464E-010   1.006838774675E-008   4.919986914213E-009
  -396.7        9.635789435690E-010   1.006718604398E-008   4.919416291131E-009
  -396.6        9.634572479763E-010   1.006598474409E-008   4.918845863130E-009
  -396.5        9.633355916560E-010   1.006478384695E-008   4.918275630151E-009
  -396.4        9.632139745957E-010   1.006358335244E-008   4.917705592134E-009
  -396.3        9.630923967833E-010   1.006238326044E-008   4.917135749022E-009
  -396.2        9.629708582065E-010   1.006118357083E-008   4.916566100754E-009
  -396.1        9.628493588532E-010   1.005998428347E-008   4.915996647273E-009
  -396.0        9.627278987110E-010   1.005878539826E-008   4.915427388518E-009
  -395.9        9.626064777677E-010   1.005758691506E-008   4.914858324433E-009
  -395.8        9.624850960113E-010   1.005638883376E-008   4.914289454957E-009
  -395.7        9.623637534293E-010   1.005519115422E-008   4.913720780031E-009
  -395.6        9.622424500097E-010   1.005399387634E-008   4.913152299598E-009
  -395.5        9.621211857403E-010   1.005279699998E-008   4.912584013599E-009
  -395.4        9.619999606088E-010   1.005160052502E-008   4.912015921974E-009
  -395.3        9.618787746031E-010   1.005040445135E-008   4.911448024665E-009
  -395.2        9.617576277110E-010   1.004920877883E-008   4.910880321614E-009
  -395.1        9.616365199204E-010   1.004801350735E-008   4.910312812761E-009
  -395.0        9.615154512190E-010   1.004681863678E-008   4.909745498049E-009
  -394.9        9.613944215947E-010   1.004562416701E-008   4.909178377418E-009
  -394.8        9.612734310353E-010   1.004443009790E-008   4.908611450811E-009
  -394.7        9.611524795288E-010   1.004323642934E-008   4.908044718168E-009
  -394.6        9.610315670629E-010   1.004204316121E-008   4.907478179431E-009
  -394.5        9.609106936256E-010   1.004085029338E-008   4.906911834543E-009
  -394.4        9.607898592046E-010   1.003965782574E-008   4.906345683443E-009
  -394.3        9.606690637879E-010   1.003846575815E-008   4.905779726075E-009
  -394.2        9.605483073633E-010   1.003727409050E-008   4.905213962379E-009
  -394.1        9.604275899188E-010   1.003608282267E-008   4.904648392298E-009
  -394.0        9.603069114422E-010   1.003489195453E-008   4.904083015772E-009
  -393.9        9.601862719215E-010   1.003370148597E-008   4.903517832745E-009
  -393.8        9.600656713444E-010   1.003251141686E-008   4.902952843157E-009
  -393.7        9.599451096990E-010   1.003132174708E-008   4.902388046950E-009
  -393.6        9.598245869731E-010   1.003013247650E-008   4.901823444066E-009
  -393.5        9.597041031547E-010   1.002894360502E-008   4.901259034448E-009
  -393.4        9.595836582317E-010   1.002775513250E-008   4.900694818036E-009
  -393.3        9.594632521920E-010   1.002656705883E-008   4.900130794773E-009
  -393.2        9.593428850235E-010   1.002537938388E-008   4.899566964600E-009
  -393.1        9.592225567143E-010   1.002419210753E-008   4.899003327460E-009
  -393.0        9.591022672522E-010   1.002300522966E-008   4.898439883295E-009
  -392.9        9.589820166252E-010   1.002181875016E-008   4.897876632046E-009
  -392.8        9.588618048213E-010   1.002063266889E-008   4.897313573656E-009
  -392.7        9.587416318284E-010   1.001944698574E-008   4.896750708067E-009
  -392.6        9.586214976345E-010   1.001826170059E-008   4.896188035221E-009
  -392.5        9.585014022275E-010   1.001707681332E-008   4.895625555059E-009
  -392.4        9.583813455956E-010   1.001589232381E-008   4.895063267525E-009
  -392.3        9.582613277266E-010   1.001470823193E-008   4.894501172559E-009
  -392.2        9.581413486085E-010   1.001352453756E-008   4.893939270105E-009
  -392.1        9.580214082293E-010   1.001234124059E-008   4.893377560105E-009
  -392.0        9.579015065771E-010   1.001115834089E-008   4.892816042501E-009
  -391.9        9.577816436398E-010   1.000997583835E-008   4.892254717235E-009
  -391.8        9.576618194055E-010   1.000879373284E-008   4.891693584250E-009
  -391.7        9.575420338622E-010   1.000761202424E-008   4.891132643487E-009
  -391.6        9.574222869979E-010   1.000643071244E-008   4.890571894890E-009
  -391.5        9.573025788007E-010   1.000524979730E-008   4.890011338400E-009
  -391.4        9.571829092585E-010   1.000406927872E-008   4.889450973960E-009
  -391.3        9.570632783595E-010   1.000288915658E-008   4.888890801513E-009
  -391.2        9.569436860917E-010   1.000170943074E-008   4.888330821001E-009
  -391.1        9.568241324430E-010   1.000053010110E-008   4.887771032366E-009
  -391.0        9.567046174017E-010   9.999351167523E-009   4.887211435552E-009
  -390.9        9.565851409558E-010   9.998172629904E-009   4.886652030500E-009
  -390.8        9.564657030932E-010   9.996994488116E-009   4.886092817153E-009
  -390.7        9.563463038022E-010   9.995816742041E-009   4.885533795454E-009
  -390.6        9.562269430708E-010   9.994639391560E-009   4.884974965345E-009
  -390.5        9.561076208870E-010   9.993462436551E-009   4.884416326770E-009
  -390.4        9.559883372391E-010   9.992285876897E-009   4.883857879670E-009
  -390.3        9.558690921150E-010   9.991109712476E-009   4.883299623989E-009
  -390.2        9.557498855029E-010   9.989933943170E-009   4.882741559670E-009
  -390.1        9.556307173908E-010   9.988758568860E-009   4.882183686654E-009
  -390.0        9.555115877670E-010   9.987583589425E-009   4.881626004885E-009
  -389.9        9.553924966195E-010   9.986409004748E-009   4.881068514306E-009
  -389.8        9.552734439365E-010   9.985234814707E-009   4.880511214860E-009
  -389.7        9.551544297061E-010   9.984061019185E-009   4.879954106488E-009
  -389.6        9.550354539164E-010   9.982887618062E-009   4.879397189136E-009
  -389.5        9.549165165556E-010   9.981714611219E-009   4.878840462745E-009
  -389.4        9.547976176117E-010   9.980541998537E-009   4.878283927258E-009
  -389.3        9.546787570731E-010   9.979369779897E-009   4.877727582618E-009
  -389.2        9.545599349278E-010   9.978197955180E-009   4.877171428769E-009
  -389.1        9.544411511640E-010   9.977026524267E-009   4.876615465653E-009
  -389.0        9.543224057699E-010   9.975855487040E-009   4.876059693213E-009
  -388.9        9.542036987337E-010   9.974684843380E-009   4.875504111393E-009
  -388.8        9.540850300435E-010   9.973514593167E-009   4.874948720136E-009
  -388.7        9.539663996875E-010   9.972344736284E-009   4.874393519385E-009
  -388.6        9.538478076539E-010   9.971175272612E-009   4.873838509083E-009
  -388.5        9.537292539310E-010   9.970006202032E-009   4.873283689173E-009
  -388.4        9.536107385069E-010   9.968837524426E-009   4.872729059598E-009
  -388.3        9.534922613698E-010   9.967669239676E-009   4.872174620303E-009
  -388.2        9.533738225080E-010   9.966501347662E-009   4.871620371229E-009
  -388.1        9.532554219097E-010   9.965333848268E-009   4.871066312321E-009
  -388.0        9.531370595630E-010   9.964166741374E-009   4.870512443522E-009
  -387.9        9.530187354563E-010   9.963000026863E-009   4.869958764775E-009
  -387.8        9.529004495778E-010   9.961833704616E-009   4.869405276023E-009
  -387.7        9.527822019157E-010   9.960667774515E-009   4.868851977211E-009
  -387.6        9.526639924582E-010   9.959502236442E-009   4.868298868281E-009
  -387.5        9.525458211937E-010   9.958337090280E-009   4.867745949177E-009
  -387.4        9.524276881104E-010   9.957172335910E-009   4.867193219842E-009
  -387.3        9.523095931965E-010   9.956007973215E-009   4.866640680220E-009
  -387.2        9.521915364403E-010   9.954844002077E-009   4.866088330255E-009
  -387.1        9.520735178302E-010   9.953680422377E-009   4.865536169890E-009
  -387.0        9.519555373543E-010   9.952517233999E-009   4.864984199069E-009
  -386.9        9.518375950009E-010   9.951354436825E-009   4.864432417735E-009
  -386.8        9.517196907585E-010   9.950192030737E-009   4.863880825833E-009
  -386.7        9.516018246152E-010   9.949030015618E-009   4.863329423305E-009
  -386.6        9.514839965593E-010   9.947868391349E-009   4.862778210096E-009
  -386.5        9.513662065792E-010   9.946707157815E-009   4.862227186149E-009
  -386.4        9.512484546633E-010   9.945546314898E-009   4.861676351408E-009
  -386.3        9.511307407997E-010   9.944385862479E-009   4.861125705817E-009
  -386.2        9.510130649768E-010   9.943225800443E-009   4.860575249320E-009
  -386.1        9.508954271831E-010   9.942066128671E-009   4.860024981861E-009
  -386.0        9.507778274067E-010   9.940906847047E-009   4.859474903383E-009
  -385.9        9.506602656361E-010   9.939747955454E-009   4.858925013830E-009
  -385.8        9.505427418595E-010   9.938589453774E-009   4.858375313147E-009
  -385.7        9.504252560655E-010   9.937431341892E-009   4.857825801277E-009
  -385.6        9.503078082422E-010   9.936273619689E-009   4.857276478164E-009
  -385.5        9.501903983781E-010   9.935116287049E-009   4.856727343753E-009
  -385.4        9.500730264615E-010   9.933959343855E-009   4.856178397987E-009
  -385.3        9.499556924809E-010   9.932802789990E-009   4.855629640811E-009
  -385.2        9.498383964245E-010   9.931646625339E-009   4.855081072168E-009
  -385.1        9.497211382808E-010   9.930490849784E-009   4.854532692003E-009
  -385.0        9.496039180382E-010   9.929335463208E-009   4.853984500260E-009
  -384.9        9.494867356851E-010   9.928180465496E-009   4.853436496883E-009
  -384.8        9.493695912098E-010   9.927025856530E-009   4.852888681816E-009
  -384.7        9.492524846009E-010   9.925871636194E-009   4.852341055004E-009
  -384.6        9.491354158466E-010   9.924717804373E-009   4.851793616391E-009
  -384.5        9.490183849354E-010   9.923564360949E-009   4.851246365920E-009
  -384.4        9.489013918558E-010   9.922411305806E-009   4.850699303537E-009
