#Raman_shift/cm-1          I_tot                 I_e                   I_h
 -1962.6        5.798433946203E-009   5.883582284687E-008   2.833781957382E-008
 -1962.5        5.801144836560E-009   5.886329154840E-008   2.835104033269E-008
 -1962.4        5.803857641276E-009   5.889077964430E-008   2.836427042530E-008
 -1962.3        5.806572362155E-009   5.891828715284E-008   2.837750986047E-008
 -1962.2        5.809289001003E-009   5.894581409231E-008   2.839075864699E-008
 -1962.1        5.812007559629E-009   5.897336048104E-008   2.840401679368E-008
 -1962.0        5.814728039843E-009   5.900092633737E-008   2.841728430936E-008
 -1961.9        5.817450443458E-009   5.902851167966E-008   2.843056120288E-008
 -1961.8        5.820174772288E-009   5.905611652630E-008   2.844384748308E-008
 -1961.7        5.822901028151E-009   5.908374089569E-008   2.845714315882E-008
 -1961.6        5.825629212865E-009   5.911138480627E-008   2.847044823897E-008
 -1961.5        5.828359328251E-009   5.913904827647E-008   2.848376273241E-008
 -1961.4        5.831091376134E-009   5.916673132478E-008   2.849708664802E-008
 -1961.3        5.833825358338E-009   5.919443396969E-008   2.851041999472E-008
 -1961.2        5.836561276691E-009   5.922215622971E-008   2.852376278140E-008
 -1961.1        5.839299133022E-009   5.924989812338E-008   2.853711501699E-008
 -1961.0        5.842038929165E-009   5.927765966926E-008   2.855047671042E-008
 -1960.9        5.844780666953E-009   5.930544088593E-008   2.856384787064E-008
 -1960.8        5.847524348222E-009   5.933324179200E-008   2.857722850659E-008
 -1960.7        5.850269974810E-009   5.936106240608E-008   2.859061862725E-008
 -1960.6        5.853017548559E-009   5.938890274683E-008   2.860401824158E-008
 -1960.5        5.855767071311E-009   5.941676283292E-008   2.861742735856E-008
 -1960.4        5.858518544912E-009   5.944464268303E-008   2.863084598720E-008
 -1960.3        5.861271971207E-009   5.947254231588E-008   2.864427413651E-008
 -1960.2        5.864027352048E-009   5.950046175021E-008   2.865771181549E-008
 -1960.1        5.866784689285E-009   5.952840100478E-008   2.867115903317E-008
 -1960.0        5.869543984772E-009   5.955636009835E-008   2.868461579860E-008
 -1959.9        5.872305240365E-009   5.958433904975E-008   2.869808212081E-008
 -1959.8        5.875068457922E-009   5.961233787778E-008   2.871155800888E-008
 -1959.7        5.877833639304E-009   5.964035660130E-008   2.872504347187E-008
 -1959.6        5.880600786373E-009   5.966839523918E-008   2.873853851886E-008
 -1959.5        5.883369900994E-009   5.969645381030E-008   2.875204315894E-008
 -1959.4        5.886140985033E-009   5.972453233359E-008   2.876555740122E-008
 -1959.3        5.888914040361E-009   5.975263082798E-008   2.877908125480E-008
 -1959.2        5.891689068848E-009   5.978074931242E-008   2.879261472882E-008
 -1959.1        5.894466072368E-009   5.980888780591E-008   2.880615783241E-008
 -1959.0        5.897245052798E-009   5.983704632743E-008   2.881971057471E-008
 -1958.9        5.900026012014E-009   5.986522489602E-008   2.883327296488E-008
 -1958.8        5.902808951897E-009   5.989342353074E-008   2.884684501209E-008
 -1958.7        5.905593874331E-009   5.992164225064E-008   2.886042672551E-008
 -1958.6        5.908380781199E-009   5.994988107483E-008   2.887401811434E-008
 -1958.5        5.911169674389E-009   5.997814002242E-008   2.888761918778E-008
 -1958.4        5.913960555790E-009   6.000641911254E-008   2.890122995503E-008
 -1958.3        5.916753427293E-009   6.003471836438E-008   2.891485042532E-008
 -1958.2        5.919548290793E-009   6.006303779710E-008   2.892848060788E-008
 -1958.1        5.922345148185E-009   6.009137742992E-008   2.894212051196E-008
 -1958.0        5.925144001367E-009   6.011973728207E-008   2.895577014681E-008
 -1957.9        5.927944852241E-009   6.014811737280E-008   2.896942952169E-008
 -1957.8        5.930747702708E-009   6.017651772138E-008   2.898309864589E-008
 -1957.7        5.933552554675E-009   6.020493834713E-008   2.899677752869E-008
 -1957.6        5.936359410047E-009   6.023337926936E-008   2.901046617940E-008
 -1957.5        5.939168270736E-009   6.026184050741E-008   2.902416460731E-008
 -1957.4        5.941979138652E-009   6.029032208067E-008   2.903787282176E-008
 -1957.3        5.944792015710E-009   6.031882400851E-008   2.905159083207E-008
 -1957.2        5.947606903827E-009   6.034734631035E-008   2.906531864759E-008
 -1957.1        5.950423804921E-009   6.037588900563E-008   2.907905627768E-008
 -1957.0        5.953242720913E-009   6.040445211382E-008   2.909280373169E-008
 -1956.9        5.956063653726E-009   6.043303565439E-008   2.910656101901E-008
 -1956.8        5.958886605286E-009   6.046163964686E-008   2.912032814903E-008
 -1956.7        5.961711577521E-009   6.049026411075E-008   2.913410513114E-008
 -1956.6        5.964538572361E-009   6.051890906563E-008   2.914789197476E-008
 -1956.5        5.967367591739E-009   6.054757453106E-008   2.916168868930E-008
 -1956.4        5.970198637590E-009   6.057626052666E-008   2.917549528420E-008
 -1956.3        5.973031711849E-009   6.060496707203E-008   2.918931176891E-008
 -1956.2        5.975866816458E-009   6.063369418684E-008   2.920313815288E-008
 -1956.1        5.978703953358E-009   6.066244189076E-008   2.921697444558E-008
 -1956.0        5.981543124492E-009   6.069121020347E-008   2.923082065648E-008
 -1955.9        5.984384331808E-009   6.071999914470E-008   2.924467679508E-008
 -1955.8        5.987227577254E-009   6.074880873419E-008   2.925854287087E-008
 -1955.7        5.990072862781E-009   6.077763899171E-008   2.927241889338E-008
 -1955.6        5.992920190342E-009   6.080648993704E-008   2.928630487211E-008
 -1955.5        5.995769561893E-009   6.083536159000E-008   2.930020081662E-008
 -1955.4        5.998620979393E-009   6.086425397042E-008   2.931410673644E-008
 -1955.3        6.001474444801E-009   6.089316709817E-008   2.932802264113E-008
 -1955.2        6.004329960081E-009   6.092210099313E-008   2.934194854027E-008
 -1955.1        6.007187527198E-009   6.095105567521E-008   2.935588444343E-008
 -1955.0        6.010047148118E-009   6.098003116434E-008   2.936983036020E-008
 -1954.9        6.012908824813E-009   6.100902748048E-008   2.938378630019E-008
 -1954.8        6.015772559254E-009   6.103804464360E-008   2.939775227302E-008
 -1954.7        6.018638353415E-009   6.106708267372E-008   2.941172828831E-008
 -1954.6        6.021506209274E-009   6.109614159085E-008   2.942571435571E-008
 -1954.5        6.024376128810E-009   6.112522141505E-008   2.943971048485E-008
 -1954.4        6.027248114004E-009   6.115432216640E-008   2.945371668540E-008
 -1954.3        6.030122166842E-009   6.118344386500E-008   2.946773296705E-008
 -1954.2        6.032998289308E-009   6.121258653097E-008   2.948175933946E-008
 -1954.1        6.035876483392E-009   6.124175018445E-008   2.949579581234E-008
 -1954.0        6.038756751086E-009   6.127093484563E-008   2.950984239539E-008
 -1953.9        6.041639094382E-009   6.130014053470E-008   2.952389909834E-008
 -1953.8        6.044523515277E-009   6.132936727188E-008   2.953796593092E-008
 -1953.7        6.047410015770E-009   6.135861507741E-008   2.955204290287E-008
 -1953.6        6.050298597860E-009   6.138788397157E-008   2.956613002394E-008
 -1953.5        6.053189263552E-009   6.141717397464E-008   2.958022730391E-008
 -1953.4        6.056082014851E-009   6.144648510696E-008   2.959433475254E-008
 -1953.3        6.058976853764E-009   6.147581738886E-008   2.960845237964E-008
 -1953.2        6.061873782303E-009   6.150517084070E-008   2.962258019500E-008
 -1953.1        6.064772802480E-009   6.153454548289E-008   2.963671820843E-008
 -1953.0        6.067673916311E-009   6.156394133583E-008   2.965086642977E-008
 -1952.9        6.070577125813E-009   6.159335841997E-008   2.966502486884E-008
 -1952.8        6.073482433007E-009   6.162279675578E-008   2.967919353551E-008
 -1952.7        6.076389839915E-009   6.165225636374E-008   2.969337243962E-008
 -1952.6        6.079299348561E-009   6.168173726437E-008   2.970756159106E-008
 -1952.5        6.082210960975E-009   6.171123947821E-008   2.972176099971E-008
 -1952.4        6.085124679185E-009   6.174076302583E-008   2.973597067546E-008
 -1952.3        6.088040505223E-009   6.177030792781E-008   2.975019062822E-008
 -1952.2        6.090958441126E-009   6.179987420477E-008   2.976442086792E-008
 -1952.1        6.093878488929E-009   6.182946187734E-008   2.977866140449E-008
 -1952.0        6.096800650673E-009   6.185907096620E-008   2.979291224787E-008
 -1951.9        6.099724928401E-009   6.188870149203E-008   2.980717340801E-008
 -1951.8        6.102651324155E-009   6.191835347555E-008   2.982144489490E-008
 -1951.7        6.105579839985E-009   6.194802693749E-008   2.983572671850E-008
 -1951.6        6.108510477939E-009   6.197772189861E-008   2.985001888881E-008
 -1951.5        6.111443240069E-009   6.200743837972E-008   2.986432141584E-008
 -1951.4        6.114378128430E-009   6.203717640162E-008   2.987863430960E-008
 -1951.3        6.117315145079E-009   6.206693598515E-008   2.989295758013E-008
 -1951.2        6.120254292076E-009   6.209671715117E-008   2.990729123746E-008
 -1951.1        6.123195571483E-009   6.212651992058E-008   2.992163529164E-008
 -1951.0        6.126138985364E-009   6.215634431430E-008   2.993598975275E-008
 -1950.9        6.129084535786E-009   6.218619035325E-008   2.995035463086E-008
 -1950.8        6.132032224818E-009   6.221605805842E-008   2.996472993606E-008
 -1950.7        6.134982054534E-009   6.224594745078E-008   2.997911567845E-008
 -1950.6        6.137934027007E-009   6.227585855137E-008   2.999351186815E-008
 -1950.5        6.140888144314E-009   6.230579138121E-008   3.000791851529E-008
 -1950.4        6.143844408535E-009   6.233574596137E-008   3.002233562999E-008
 -1950.3        6.146802821752E-009   6.236572231296E-008   3.003676322243E-008
 -1950.2        6.149763386050E-009   6.239572045708E-008   3.005120130274E-008
 -1950.1        6.152726103515E-009   6.242574041489E-008   3.006564988113E-008
 -1950.0        6.155690976238E-009   6.245578220755E-008   3.008010896776E-008
 -1949.9        6.158658006311E-009   6.248584585626E-008   3.009457857285E-008
 -1949.8        6.161627195829E-009   6.251593138225E-008   3.010905870660E-008
 -1949.7        6.164598546888E-009   6.254603880674E-008   3.012354937924E-008
 -1949.6        6.167572061589E-009   6.257616815103E-008   3.013805060101E-008
 -1949.5        6.170547742033E-009   6.260631943641E-008   3.015256238216E-008
 -1949.4        6.173525590327E-009   6.263649268421E-008   3.016708473295E-008
 -1949.3        6.176505608577E-009   6.266668791577E-008   3.018161766366E-008
 -1949.2        6.179487798894E-009   6.269690515247E-008   3.019616118457E-008
 -1949.1        6.182472163390E-009   6.272714441572E-008   3.021071530599E-008
 -1949.0        6.185458704180E-009   6.275740572694E-008   3.022528003822E-008
 -1948.9        6.188447423383E-009   6.278768910759E-008   3.023985539160E-008
 -1948.8        6.191438323118E-009   6.281799457914E-008   3.025444137646E-008
 -1948.7        6.194431405508E-009   6.284832216312E-008   3.026903800314E-008
 -1948.6        6.197426672679E-009   6.287867188104E-008   3.028364528202E-008
 -1948.5        6.200424126760E-009   6.290904375447E-008   3.029826322347E-008
 -1948.4        6.203423769880E-009   6.293943780499E-008   3.031289183788E-008
 -1948.3        6.206425604173E-009   6.296985405422E-008   3.032753113564E-008
 -1948.2        6.209429631776E-009   6.300029252380E-008   3.034218112718E-008
 -1948.1        6.212435854825E-009   6.303075323538E-008   3.035684182291E-008
 -1948.0        6.215444275463E-009   6.306123621066E-008   3.037151323328E-008
 -1947.9        6.218454895834E-009   6.309174147136E-008   3.038619536874E-008
 -1947.8        6.221467718083E-009   6.312226903922E-008   3.040088823976E-008
 -1947.7        6.224482744359E-009   6.315281893601E-008   3.041559185680E-008
 -1947.6        6.227499976815E-009   6.318339118354E-008   3.043030623036E-008
 -1947.5        6.230519417604E-009   6.321398580361E-008   3.044503137094E-008
 -1947.4        6.233541068883E-009   6.324460281808E-008   3.045976728907E-008
 -1947.3        6.236564932811E-009   6.327524224884E-008   3.047451399526E-008
 -1947.2        6.239591011551E-009   6.330590411778E-008   3.048927150005E-008
 -1947.1        6.242619307268E-009   6.333658844683E-008   3.050403981401E-008
 -1947.0        6.245649822128E-009   6.336729525795E-008   3.051881894770E-008
 -1946.9        6.248682558302E-009   6.339802457313E-008   3.053360891170E-008
 -1946.8        6.251717517963E-009   6.342877641437E-008   3.054840971660E-008
 -1946.7        6.254754703285E-009   6.345955080372E-008   3.056322137300E-008
 -1946.6        6.257794116447E-009   6.349034776324E-008   3.057804389154E-008
 -1946.5        6.260835759629E-009   6.352116731501E-008   3.059287728283E-008
 -1946.4        6.263879635015E-009   6.355200948117E-008   3.060772155753E-008
 -1946.3        6.266925744791E-009   6.358287428385E-008   3.062257672628E-008
 -1946.2        6.269974091146E-009   6.361376174522E-008   3.063744279977E-008
 -1946.1        6.273024676270E-009   6.364467188750E-008   3.065231978868E-008
 -1946.0        6.276077502358E-009   6.367560473290E-008   3.066720770369E-008
 -1945.9        6.279132571607E-009   6.370656030368E-008   3.068210655553E-008
 -1945.8        6.282189886215E-009   6.373753862213E-008   3.069701635492E-008
 -1945.7        6.285249448386E-009   6.376853971054E-008   3.071193711259E-008
 -1945.6        6.288311260324E-009   6.379956359126E-008   3.072686883929E-008
 -1945.5        6.291375324236E-009   6.383061028666E-008   3.074181154579E-008
 -1945.4        6.294441642333E-009   6.386167981911E-008   3.075676524286E-008
 -1945.3        6.297510216827E-009   6.389277221105E-008   3.077172994129E-008
 -1945.2        6.300581049935E-009   6.392388748492E-008   3.078670565188E-008
 -1945.1        6.303654143874E-009   6.395502566319E-008   3.080169238545E-008
 -1945.0        6.306729500867E-009   6.398618676836E-008   3.081669015283E-008
 -1944.9        6.309807123135E-009   6.401737082297E-008   3.083169896485E-008
 -1944.8        6.312887012907E-009   6.404857784956E-008   3.084671883239E-008
 -1944.7        6.315969172412E-009   6.407980787073E-008   3.086174976629E-008
 -1944.6        6.319053603881E-009   6.411106090908E-008   3.087679177746E-008
 -1944.5        6.322140309549E-009   6.414233698727E-008   3.089184487677E-008
 -1944.4        6.325229291654E-009   6.417363612794E-008   3.090690907515E-008
 -1944.3        6.328320552436E-009   6.420495835381E-008   3.092198438351E-008
 -1944.2        6.331414094138E-009   6.423630368759E-008   3.093707081279E-008
 -1944.1        6.334509919006E-009   6.426767215203E-008   3.095216837394E-008
 -1944.0        6.337608029289E-009   6.429906376992E-008   3.096727707793E-008
 -1943.9        6.340708427237E-009   6.433047856407E-008   3.098239693572E-008
 -1943.8        6.343811115106E-009   6.436191655730E-008   3.099752795831E-008
